timestep,original,predicted_1,predicted_2,AARE_1,AARE_2,thd_1,thd_2,anomalies_1,anomalies_2,anomalies_aggr,pattern_change_1,pattern_change_2,diff_avg_1,diff_avg_2,values_mean,pred_mean_1,pred_mean_2,offset_retrain_threshold,offset_retrain_trigger_1,offset_retrain_trigger_2,offset_percentage_1,offset_percentage_2,retrain_percentage_1,retrain_percentage_2,window_size,age_power,anom_flap,freq_sig,long_anom,no_sig,timesteps_dur
16,0.3834073728401093,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
17,0.39687849196381203,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
18,0.35003035103293767,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
19,0.3829698804734396,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
20,0.40898244744167217,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
21,0.3705742634177997,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
22,0.385321401944289,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
23,0.39239419520544816,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
24,0.397097238147147,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
25,0.34959285866626805,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
26,0.36264471427191236,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
27,0.3812563687039835,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
28,0.35580889604269916,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0
29,0.3844828749081721,nan,,nan,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,2.5793609619140625
30,0.3806183590025902,0.4292406439781189,,0.12774550629387213,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.2128870487213135
31,0.4009435252041175,0.39189672470092773,,0.011281888762992402,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1928722858428955
32,0.3780298624997949,0.39954909682273865,,0.020304481409627533,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1822762489318848
33,0.35761355205521145,0.3824613690376282,,0.022896758290448387,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.200484275817871
34,0.3809647071262037,0.361525297164917,,0.019128488477669542,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1728308200836182
35,0.36204316226774164,0.37700241804122925,,0.01601131884897511,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1864826679229736
36,0.37013677105113,0.3646247684955597,,0.01082755915345379,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.168452501296997
37,0.40480804110969937,0.36855897307395935,,0.01763752834955208,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.2007925510406494
38,0.35003035103293767,0.4066067039966583,,0.029187265377154104,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.176281452178955
39,0.38264176119843735,0.36056753993034363,,0.02533726832441969,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1612586975097656
40,0.3834073728401093,0.3797108232975006,,0.018576487371150373,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1765832901000977
41,0.3858682674026261,0.38443151116371155,,0.013728457449732868,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.2211134433746338
42,0.3737825407733771,0.3865823745727539,,0.012829182437227912,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1794815063476562
43,0.39303220490684143,0.37395545840263367,,0.013219298896228684,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1801087856292725
44,0.36415770870664493,0.3955974578857422,,0.01600710941172708,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.2852458953857422
45,0.36928001516640196,0.3645085394382477,,0.013436772411076619,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.2215220928192139
46,0.4137584057778158,0.3677520453929901,,0.017302698687587284,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.170729398727417
47,0.3480616353829243,0.4244288504123688,,0.026232545968391776,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1701338291168213
48,0.3876911522637495,0.3552577495574951,,0.025945756573431667,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.206315517425537
49,0.3543870458510228,0.3849315643310547,,0.025841626242161898,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.2017579078674316
50,0.37155862124280636,0.3582783043384552,,0.023351094267342498,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.2131249904632568
51,0.3682227419469503,0.3693368434906006,,0.019867687939979135,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1868109703063965
52,0.3810558513692599,0.36822324991226196,,0.01838159625954602,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1683871746063232
53,0.38575889431095856,0.3817416727542877,,0.016196838291528768,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1613330841064453
54,0.40242006194162755,0.38707900047302246,,0.01550442308690338,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.212007761001587
55,0.36670974751221785,0.40662530064582825,,0.017648168089125952,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1734650135040283
56,0.37270703870531424,0.3651870787143707,,0.016154557563295018,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1890287399291992
57,0.37819392213729597,0.37157773971557617,,0.014799846443286907,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1711030006408691
58,0.37013677105113,0.3793327212333679,,0.013904343281793421,,nan,,nan,,nan,nan,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,1.1955235004425049
59,0.3872172021998574,0.36909741163253784,,0.013871793212870277,,0.025882351848934875,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03498697280883789
60,0.35340268802601615,0.36872169375419617,,0.013731730053922806,,0.025306284423731056,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03570842742919922
61,0.4114251131555777,0.36786016821861267,,0.01556463375681949,,0.025013093902144783,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03897666931152344
62,0.36568893198998864,0.36891379952430725,,0.014208561391926292,,0.024590526842824225,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03404521942138672
63,0.3737825407733771,0.3688656985759735,,0.013156429986419787,,0.024102549287113938,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03658318519592285
64,0.3983732575499333,0.36870479583740234,,0.013989244076613038,,0.023750372956389355,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.037008047103881836
65,0.37013677105113,0.3694888949394226,,0.012698517895294439,,0.023304253167620574,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.036026716232299805
66,0.3964592284457537,0.36947956681251526,,0.013354329714879038,,0.022964130527448317,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03598618507385254
67,0.3883291619651428,0.37021511793136597,,0.013369583265743378,,0.02265881523063796,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03615236282348633
68,0.4225629396570424,0.3708803951740265,,0.015322674753205503,,0.022602753923781964,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03497648239135742
69,0.36736598606222226,0.3728829324245453,,0.014375717813494322,,0.022443001901322052,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03596925735473633
70,0.42362021287649404,0.37308746576309204,,0.01607434925757837,,0.02249983364201478,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03557300567626953
71,0.35371257845240717,0.3748108148574829,,0.01617244104744832,,0.02256231583259641,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.04276728630065918
72,0.3816938610706531,0.37418869137763977,,0.015330077460612119,,0.022519082206500257,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03453373908996582
73,0.4033497332208005,0.37373125553131104,,0.01579466494852859,,0.022532373957794515,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03896737098693848
74,0.3788866183845229,0.37419721484184265,,0.01485613123867688,,0.02244312776160074,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03800082206726074
75,0.357340119326043,0.3740280270576477,,0.014754405033510594,,0.0223517725241843,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03499579429626465
76,0.368970124740011,0.37274155020713806,,0.013885900620540292,,0.022186815756975713,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03697657585144043
77,0.3973342131790929,0.37149661779403687,,0.014239623498604805,,0.02206751725825859,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03647661209106445
78,0.3810558513692599,0.37147819995880127,,0.013746768902411501,,0.021914436720613512,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.039983510971069336
79,0.37143101930252775,0.3713385760784149,,0.012799957369093484,,0.021696950090957106,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.035596609115600586
80,0.42212544729037266,0.3708032965660095,,0.014314837222118033,,0.02162147246621844,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.036800384521484375
81,0.3553714036760296,0.37220102548599243,,0.014272153869086708,,0.021548273438177293,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.038995981216430664
82,0.37976160311786217,0.3716398775577545,,0.013742848358530022,,0.021435809903887226,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03500676155090332
83,0.3590171733982766,0.3712882697582245,,0.013494040502383469,,0.021311744643957325,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.034998178482055664
84,0.3719778847608648,0.370177686214447,,0.012731812919477992,,0.02113938994981973,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03568768501281738
85,0.3846651633942844,0.3693114221096039,,0.012656561794264727,,0.02097336183919561,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03703904151916504
86,0.40972983023473275,0.36911413073539734,,0.01362590461268405,,0.020890803359723625,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03582644462585449
87,0.3787043298984106,0.3702542185783386,,0.013196067654347674,,0.020781367367724415,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.036023855209350586
88,0.3836261190234441,0.3706740438938141,,0.012992700986164524,,0.020664588892028737,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03499102592468262
89,0.3844281883623384,0.3709937036037445,,0.012824100162463629,,0.020543652202520666,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.034560441970825195
90,0.3941077069749043,0.371267706155777,,0.013044903270142892,,0.02044604308377907,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.0420076847076416
91,0.3488090181759849,0.3718925416469574,,0.013382335956871654,,0.020379077767071672,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03554272651672363
92,0.3846833922428957,0.37077653408050537,,0.013219111840908786,,0.020304797207991273,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.03500080108642578
93,0.4024565196388501,0.37042486667633057,,0.013745921777108976,,0.02027357806545254,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.03672432899475098
94,0.37671738539978594,0.37112173438072205,,0.013240454794635493,,0.02020813092485823,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03686404228210449
95,0.385321401944289,0.37119260430336,,0.013099650679949823,,0.020137163440778906,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.03597521781921387
96,0.3750585601761635,0.3713700771331787,,0.012567663355507762,,0.020035943068015896,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.03657221794128418
97,0.3795975434803611,0.37115678191185,,0.012252958786533433,,0.019921336687984247,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.035974740982055664
98,0.376407494973395,0.37096840143203735,,0.011845736842683991,,0.0197895115169711,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.036142826080322266
99,0.35196260898572856,0.3706567585468292,,0.012016809108090042,,0.019674506357181924,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.036000728607177734
100,0.3750585601761635,0.36932364106178284,,0.011644316277319764,,0.01954490182980809,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03899979591369629
101,0.4075788260986071,0.36854779720306396,,0.012412577666193927,,0.019466033220546658,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.0345454216003418
102,0.38211312458871155,0.369377464056015,,0.012278441065713257,,0.019383574065510598,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.03501629829406738
103,0.38318862665677444,0.36984360218048096,,0.012172581065911988,,0.01929944434379268,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.035587310791015625
104,0.3876911522637495,0.37020933628082275,,0.012209858630953632,,0.01922192364168668,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.035004615783691406
105,0.4116438593389125,0.3706938326358795,,0.012960507608116682,,0.019193414958906193,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.03602099418640137
106,0.35675679617048345,0.37217018008232117,,0.012936630306536365,,0.019165011609429326,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03751945495605469
107,0.3736913965303209,0.37175068259239197,,0.012426751925480595,,0.01910796005564647,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.03800606727600098
108,0.36982688062473906,0.371229887008667,,0.011927994116809528,,0.019026387944157667,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,False,False,False,False,0.03655719757080078
109,0.4031674447346882,0.3704944849014282,,0.012422684035354417,,0.018975957527604958,,False,,False,False,,nan,,nan,nan,,nan,nan,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03797793388366699
110,0.3902431910693225,0.371051162481308,,0.012496644750308376,,0.01893227785833479,,False,,False,False,,0.012132755049748145,,0.3831401379194686,0.37100738,,0.018552390630847983,False,,nan,,nan,,800,2.5,False,False,False,False,0.04461193084716797
111,0.3765533257622848,0.3716067373752594,,0.012126972918578732,,0.018870564444492973,,False,,False,False,,0.011360396263399575,,0.3824427021716027,0.3710823,,0.018126547020955452,False,,nan,,nan,,800,2.5,False,False,False,False,0.03999614715576172
112,0.36599882241637965,0.3716062009334564,,0.011803516045450204,,0.018795048148512298,,False,,False,False,,0.011312771077695183,,0.3824488999801305,0.37113613,,0.01812086962074934,False,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03651237487792969
113,0.41638335997783366,0.3709380626678467,,0.01261419136741541,,0.018766391322542507,,False,,False,False,,0.012123332431343004,,0.3833009163642196,0.37117758,,0.018686059503334157,False,,nan,,nan,,800,2.5,False,False,False,False,0.03397965431213379
114,0.3600926754663395,0.37205204367637634,,0.012488817896024853,,0.018732246522138472,,False,,False,False,,0.011290784773588358,,0.3825353047225477,0.37124452,,0.018836443350892726,False,,nan,,nan,,800,2.5,False,False,False,False,0.03497624397277832
115,0.3860870135859608,0.37156999111175537,,0.012420962960137163,,0.018696110479518916,,False,,False,False,,0.011568155779909495,,0.38285430957324446,0.37128615,,0.018758668769121283,False,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.036579132080078125
116,0.4273024402959635,0.3715117871761322,,0.013425120423554803,,0.01871868410182722,,False,,False,False,,0.012144369649176812,,0.3834711738102486,0.3713268,,0.01968039589660327,False,,nan,,nan,,800,2.5,False,False,False,False,0.03497576713562012
117,0.3662904839941594,0.37329530715942383,,0.013111762936087474,,0.018721800219822234,,False,,False,False,,0.011641994689381763,,0.3830304002508289,0.3713884,,0.019813006394518395,False,,nan,,nan,,800,2.5,False,False,False,False,0.03754925727844238
118,0.36982688062473906,0.37328478693962097,,0.012704321782791352,,0.018702242165443785,,False,,False,False,,0.01053920236272432,,0.3819756790701828,0.37143648,,0.019070212657245796,False,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03597593307495117
119,0.38211312458871155,0.37267881631851196,,0.012487564555571597,,0.018672198011404545,,False,,False,False,,0.010838198249098874,,0.38227062184071264,0.37143242,,0.01895567289189081,False,,nan,,nan,,800,2.5,False,False,False,False,0.04001951217651367
120,0.3707747807525233,0.37231165170669556,,0.012055676915958899,,0.0186218931762543,,False,,False,False,,0.009796816616583381,,0.38121371319823316,0.3714169,,0.01807340013876158,False,,nan,,nan,,800,2.5,False,False,False,False,0.0376591682434082
121,0.3568479404135396,0.37157559394836426,,0.012048335456188292,,0.01857347276304142,,False,,False,False,,0.009924194895387317,,0.3812764204374558,0.37135223,,0.017983087326698958,False,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.035978078842163086
122,0.41014909375279124,0.3701644539833069,,0.0126457977306749,,0.018557034231586646,,False,,False,False,,0.010573825424121774,,0.3818455250910987,0.3712717,,0.018431947532659688,False,,nan,,nan,,800,2.5,False,False,False,False,0.0358586311340332
123,0.3545328766399128,0.37070342898368835,,0.012662872989338426,,0.018542225980600267,,False,,False,False,,0.00965804661159575,,0.3808691879594809,0.37121114,,0.018559484141936557,False,,nan,,nan,,800,2.5,False,False,False,False,0.039990901947021484
124,0.379980349301197,0.36980026960372925,,0.012481011398209054,,0.01851892261839843,,False,,False,False,,0.009767897685617588,,0.38089106257781424,0.37112316,,0.018557779020041316,False,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03755950927734375
125,0.397097238147147,0.3693980574607849,,0.012755141752959765,,0.018510431702344204,,False,,False,False,,0.010655576273053524,,0.3816862049542364,0.37103063,,0.018382567141958735,False,,nan,,nan,,800,2.5,False,False,False,False,0.03598356246948242
126,0.3849021384262305,0.36992692947387695,,0.012698566812526669,,0.018499464700958878,,False,,False,False,,0.011030542936090681,,0.3820048452279608,0.3709743,,0.018297270663850805,False,,nan,,nan,,800,2.5,False,False,False,False,0.037009477615356445
127,0.3855401481276237,0.3703444004058838,,0.012649732455967257,,0.01848655656329929,,False,,False,False,,0.010817698830267009,,0.38176896392693144,0.37095127,,0.01817373518719428,False,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03655385971069336
128,0.40402420061941624,0.37074148654937744,,0.013037061427521163,,0.018493648862383364,,False,,False,False,,0.011291817964852124,,0.38222833091193464,0.3709365,,0.018438258411295923,False,,nan,,nan,,800,2.5,False,False,False,False,0.03601479530334473
129,0.3661446532052695,0.3718596398830414,,0.01273931474364996,,0.018485546556200792,,False,,False,False,,0.011175630027748795,,0.3821226035899894,0.37094697,,0.018514865648627973,False,,nan,,nan,,800,2.5,False,False,False,False,0.03959226608276367
130,0.37635280842756125,0.3716795742511749,,0.012423156575025148,,0.01846272129294907,,False,,False,False,,0.010242653484928588,,0.38120715081273315,0.3709645,,0.017624512953308514,False,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.0350041389465332
131,0.4084355819833351,0.3713695704936981,,0.012888846575024804,,0.018463069354151648,,False,,False,False,,0.011320566746967076,,0.3822684343788793,0.37094787,,0.017634487991194363,False,,nan,,nan,,800,2.5,False,False,False,False,0.03601980209350586
132,0.39346969727351105,0.3722924590110779,,0.01297571408569757,,0.01846763417636139,,False,,False,False,,0.011581675212874176,,0.3825425962619922,0.37096092,,0.017699821573188106,False,,nan,,nan,,800,2.5,False,False,False,False,0.03630495071411133
133,0.38918591784987083,0.373075932264328,,0.012939318771368386,,0.018470226730683704,,False,,False,False,,0.012149346919685666,,0.38314597115102417,0.37099662,,0.017399235226930165,False,,nan,,nan,,800,2.5,nan,nan,nan,nan,0.03486347198486328
134,0.4166750215556134,0.37360137701034546,,0.013494747010002028,,0.018500167502302427,,False,,False,False,,0.012974774116411347,,0.38403991388691916,0.37106514,,0.01794223158403928,False,,nan,,nan,,800,2.5,False,False,False,False,0.03631281852722168
