timestep,original,predicted_1,predicted_2,AARE_1,AARE_2,thd_1,thd_2,anomalies_1,anomalies_2,anomalies_aggr,pattern_change_1,pattern_change_2,diff_avg_1,diff_avg_2,values_mean,pred_mean_1,pred_mean_2,offset_retrain_threshold,offset_retrain_trigger_1,offset_retrain_trigger_2,offset_percentage_1,offset_percentage_2,retrain_percentage_1,retrain_percentage_2,window_size,age_power,anom_flap,freq_sig,long_anom,no_sig,timesteps_dur
37,0.40480804110969937,0.36851316690444946,0.36851316690444946,0.017392768799534067,0.017392768799534067,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.2150628566741943
38,0.35003035103293767,0.40079501271247864,0.40079501271247864,0.02718662971526728,0.02718662971526728,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.183495283126831
39,0.38264176119843735,0.3613859713077545,0.3613859713077545,0.02378206846346852,0.02378206846346852,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.1599299907684326
40,0.3834073728401093,0.37854456901550293,0.37854456901550293,0.01776659088748704,0.01776659088748704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.1883594989776611
41,0.3858682674026261,0.3834123909473419,0.3834123909473419,0.013363545335708321,0.013363545335708321,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.206010103225708
42,0.3737825407733771,0.3860985040664673,0.3860985040664673,0.012458612719851023,0.012458612719851023,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.1835002899169922
43,0.39303220490684143,0.37482577562332153,0.37482577562332153,0.012779434339577131,0.012779434339577131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.1824417114257812
44,0.36415770870664493,0.3935306668281555,0.3935306668281555,0.015287630510831884,0.015287630510831884,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.2936108112335205
45,0.36928001516640196,0.3663152754306793,0.3663152754306793,0.012563334653867261,0.012563334653867261,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.205399513244629
46,0.4137584057778158,0.3679289221763611,0.3679289221763611,0.016577982270900425,0.016577982270900425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.1772189140319824
47,0.3480616353829243,0.4209384322166443,0.4209384322166443,0.025087229762208618,0.025087229762208618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.1834723949432373
48,0.3876911522637495,0.356916218996048,0.356916218996048,0.024780051131083104,0.024780051131083104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.196640968322754
49,0.3543870458510228,0.38366660475730896,0.38366660475730896,0.024695746733461366,0.024695746733461366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.1749329566955566
50,0.37155862124280636,0.35894179344177246,0.35894179344177246,0.022306089110576827,0.022306089110576827,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.2185842990875244
51,0.3682227419469503,0.3691554665565491,0.3691554665565491,0.01896233664854768,0.01896233664854768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.1855559349060059
52,0.3810558513692599,0.3682149648666382,0.3682149648666382,0.017611631887921034,0.017611631887921034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.1825454235076904
53,0.38575889431095856,0.38089799880981445,0.38089799880981445,0.01562769115740368,0.01562769115740368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.17454195022583
54,0.40242006194162755,0.386476993560791,0.386476993560791,0.015073029041268463,0.015073029041268463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.2079088687896729
55,0.36670974751221785,0.4053037762641907,0.4053037762641907,0.01713500509752166,0.01713500509752166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.1710021495819092
56,0.37270703870531424,0.3660345673561096,0.3660345673561096,0.01562233636603035,0.01562233636603035,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.1885216236114502
57,0.37819392213729597,0.3719039559364319,0.3719039559364319,0.014302035254538568,0.014302035254538568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.175091028213501
58,0.37013677105113,0.379188597202301,0.379188597202301,0.01345204321160399,0.01345204321160399,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800,2.5,nan,nan,nan,nan,1.2223601341247559
